2500,1500
1,-1,1122.34,624.349,0
0,12,0,-0,0
0,12,0,1497.15,0
0,12,284.467,-0,0
0,12,284.467,1497.15,0
0,12,568.917,-0,0
0,12,568.917,1497.15,0
0,12,853.383,-0,0
0,12,853.383,1497.15,0
0,12,1137.91,-0,0
0,12,1137.91,1497.15,0
0,12,1422.34,-0,0
0,12,1422.34,1497.15,0
0,12,1706.77,-0,0
0,12,1706.77,1497.15,0
0,12,1991.2,-0,0
0,12,1991.2,1497.15,0
0,12,2275.63,-0,0
0,12,2275.63,1497.15,0
0,12,0,0,270
0,12,2495.25,0,270
0,12,0,19.962,270
0,12,2495.25,19.962,270
0,12,0,39.924,270
0,12,2495.25,39.924,270
0,12,0,59.886,270
0,12,2495.25,59.886,270
0,12,0,79.848,270
0,12,2495.25,79.848,270
0,12,0,99.81,270
0,12,2495.25,99.81,270
0,12,0,119.772,270
0,12,2495.25,119.772,270
0,12,0,139.734,270
0,12,2495.25,139.734,270
0,12,0,159.696,270
0,12,2495.25,159.696,270
0,12,0,179.658,270
0,12,2495.25,179.658,270
0,12,0,199.62,270
0,12,2495.25,199.62,270
0,12,0,219.582,270
0,12,2495.25,219.582,270
0,12,0,239.544,270
0,12,2495.25,239.544,270
0,12,0,259.506,270
0,12,2495.25,259.506,270
0,12,0,279.468,270
0,12,2495.25,279.468,270
0,12,0,299.43,270
0,12,2495.25,299.43,270
0,12,0,319.392,270
0,12,2495.25,319.392,270
0,12,0,339.354,270
0,12,2495.25,339.354,270
0,12,0,359.316,270
0,12,2495.25,359.316,270
0,12,0,379.278,270
0,12,2495.25,379.278,270
0,12,0,399.24,270
0,12,2495.25,399.24,270
0,12,0,419.202,270
0,12,2495.25,419.202,270
0,12,0,439.164,270
0,12,2495.25,439.164,270
0,12,0,459.126,270
0,12,2495.25,459.126,270
0,12,0,479.088,270
0,12,2495.25,479.088,270
0,12,0,499.05,270
0,12,2495.25,499.05,270
0,12,0,519.012,270
0,12,2495.25,519.012,270
0,12,0,538.974,270
0,12,2495.25,538.974,270
0,12,0,558.936,270
0,12,2495.25,558.936,270
0,12,0,578.898,270
0,12,2495.25,578.898,270
0,12,0,598.86,270
0,12,2495.25,598.86,270
0,12,0,618.822,270
0,12,2495.25,618.822,270
0,12,0,638.784,270
0,12,2495.25,638.784,270
0,12,0,658.746,270
0,12,2495.25,658.746,270
0,12,0,678.708,270
0,12,2495.25,678.708,270
0,12,0,698.67,270
0,12,2495.25,698.67,270
0,12,0,718.632,270
0,12,2495.25,718.632,270
0,12,0,738.594,270
0,12,2495.25,738.594,270
0,12,0,758.556,270
0,12,2495.25,758.556,270
0,12,0,778.518,270
0,12,2495.25,778.518,270
0,12,0,798.48,270
0,12,2495.25,798.48,270
0,12,0,818.442,270
0,12,2495.25,818.442,270
0,12,0,838.404,270
0,12,2495.25,838.404,270
0,12,0,858.366,270
0,12,2495.25,858.366,270
0,12,0,878.328,270
0,12,2495.25,878.328,270
0,12,0,898.29,270
0,12,2495.25,898.29,270
0,12,0,918.252,270
0,12,2495.25,918.252,270
0,12,0,938.214,270
0,12,2495.25,938.214,270
0,12,0,958.176,270
0,12,2495.25,958.176,270
0,12,0,978.138,270
0,12,2495.25,978.138,270
0,12,0,998.1,270
0,12,2495.25,998.1,270
0,12,0,1018.1,270
0,12,2495.25,1018.1,270
0,12,0,1038.1,270
0,12,2495.25,1038.1,270
0,12,0,1057.91,270
0,12,2495.25,1057.91,270
0,12,0,1077.91,270
0,12,2495.25,1077.91,270
0,12,0,1097.91,270
0,12,2495.25,1097.91,270
0,12,0,1117.91,270
0,12,2495.25,1117.91,270
0,12,0,1137.91,270
0,12,2495.25,1137.91,270
0,12,0,1157.72,270
0,12,2495.25,1157.72,270
0,12,0,1177.72,270
0,12,2495.25,1177.72,270
0,12,0,1197.72,270
0,12,2495.25,1197.72,270
0,12,0,1217.72,270
0,12,2495.25,1217.72,270
0,12,0,1237.72,270
0,12,2495.25,1237.72,270
0,12,0,1257.53,270
0,12,2495.25,1257.53,270
0,12,0,1277.53,270
0,12,2495.25,1277.53,270
0,12,0,1297.53,270
0,12,2495.25,1297.53,270
0,12,0,1317.53,270
0,12,2495.25,1317.53,270
0,12,0,1337.53,270
0,12,2495.25,1337.53,270
0,12,0,1357.34,270
0,12,2495.25,1357.34,270
0,12,0,1377.34,270
0,12,2495.25,1377.34,270
0,12,0,1397.34,270
0,12,2495.25,1397.34,270
0,12,0,1417.34,270
0,12,2495.25,1417.34,270
0,12,0,1437.34,270
0,12,2495.25,1437.34,270
0,12,0,1457.15,270
0,12,2495.25,1457.15,270
0,12,0,1477.15,270
0,12,2495.25,1477.15,270
0,12,0,-0,0
0,12,0,1497.3,0
0,12,499.1,-0,0
0,12,499.1,1497.3,0
0,12,998.2,-0,0
0,12,998.2,1497.3,0
0,12,1497.3,-0,0
0,12,1497.3,1497.3,0
0,12,1996.4,-0,0
0,12,1996.4,1497.3,0
0,12,0,0,270
0,12,2495.5,0,270
0,12,0,14.973,270
0,12,2495.5,14.973,270
0,12,0,29.946,270
0,12,2495.5,29.946,270
0,12,0,44.919,270
0,12,2495.5,44.919,270
0,12,0,59.892,270
0,12,2495.5,59.892,270
0,12,0,74.865,270
0,12,2495.5,74.865,270
0,12,0,89.838,270
0,12,2495.5,89.838,270
0,12,0,104.818,270
0,12,2495.5,104.818,270
0,12,0,119.784,270
0,12,2495.5,119.784,270
0,12,0,134.765,270
0,12,2495.5,134.765,270
0,12,0,149.73,270
0,12,2495.5,149.73,270
0,12,0,164.711,270
0,12,2495.5,164.711,270
0,12,0,179.676,270
0,12,2495.5,179.676,270
0,12,0,194.657,270
0,12,2495.5,194.657,270
0,12,0,209.622,270
0,12,2495.5,209.622,270
0,12,0,224.604,270
0,12,2495.5,224.604,270
0,12,0,239.568,270
0,12,2495.5,239.568,270
0,12,0,254.549,270
0,12,2495.5,254.549,270
0,12,0,269.514,270
0,12,2495.5,269.514,270
0,12,0,284.495,270
0,12,2495.5,284.495,270
0,12,0,299.46,270
0,12,2495.5,299.46,270
0,12,0,314.44,270
0,12,2495.5,314.44,270
0,12,0,329.406,270
0,12,2495.5,329.406,270
0,12,0,344.387,270
0,12,2495.5,344.387,270
0,12,0,359.352,270
0,12,2495.5,359.352,270
0,12,0,374.334,270
0,12,2495.5,374.334,270
0,12,0,389.298,270
0,12,2495.5,389.298,270
0,12,0,404.28,270
0,12,2495.5,404.28,270
0,12,0,419.244,270
0,12,2495.5,419.244,270
0,12,0,434.226,270
0,12,2495.5,434.226,270
0,12,0,449.19,270
0,12,2495.5,449.19,270
0,12,0,464.172,270
0,12,2495.5,464.172,270
0,12,0,479.136,270
0,12,2495.5,479.136,270
0,12,0,494.117,270
0,12,2495.5,494.117,270
0,12,0,509.082,270
0,12,2495.5,509.082,270
0,12,0,524.063,270
0,12,2495.5,524.063,270
0,12,0,539.028,270
0,12,2495.5,539.028,270
0,12,0,554.008,270
0,12,2495.5,554.008,270
0,12,0,568.974,270
0,12,2495.5,568.974,270
0,12,0,583.956,270
0,12,2495.5,583.956,270
0,12,0,598.92,270
0,12,2495.5,598.92,270
0,12,0,613.901,270
0,12,2495.5,613.901,270
0,12,0,628.866,270
